model_type,train_accuracy,test_accuracy,sensitive_attribute,reference_group,group,n_samples,tpr,fpr,fnr,accuracy,ACC,PE,EOR_FNR,SP,DI,EOD,EOR_TPR,AOD
LogisticRegression,0.8452238805970149,0.8309090909090909,A,0,0,1634,0.7617056856187291,0.13013698630136986,0.2382943143812709,0.7906976744186046,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
LogisticRegression,0.8452238805970149,0.8309090909090909,A,0,1,1666,0.9043478260869565,0.13853141559424678,0.09565217391304348,0.8703481392557023,1.1007344114116235,0.008394429292876926,0.4014035087719298,-0.2952924131708987,0.5015415257011896,0.07551828488055218,1.1872667398463228,0.07551828488055218
