model_type,train_accuracy,test_accuracy,sensitive_attribute,reference_group,group,n_samples,tpr,fpr,fnr,accuracy,ACC,PE,EOR_FNR,SP,DI,EOD,EOR_TPR,AOD
LogisticRegression,0.8471641791044776,0.8406060606060606,A,0,0,1634,0.7898193760262726,0.11778846153846154,0.21018062397372742,0.8133414932680538,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
LogisticRegression,0.8471641791044776,0.8406060606060606,A,0,1,1666,0.908284023668639,0.1430722891566265,0.09171597633136094,0.8673469387755102,1.0663994717525835,0.025283827618164972,0.43636741863905326,-0.3204077224525061,0.48215013008170626,0.0718742376302657,1.1499895434806677,0.0718742376302657
