sensitive_attribute,group,n_samples,mean_dox,std_dox,median_dox,min_dox,max_dox,mean_clarity,mean_distinctiveness,mean_coverage,dox_gap,clarity_gap,distinctiveness_gap,coverage_gap
A,Group_0,1634,0.8110987958178212,0.01703717238580566,0.8130327920680455,0.46759467639512386,0.8133049957068043,0.5333333333333332,0.9936156070985362,1.0,0.00038862020789187657,1.1102230246251565e-16,0.0011103434511200438,0.0
A,Group_1,1666,0.8114874160257131,0.015015515951417173,0.8130618635167941,0.5316461664824015,0.8133109570289007,0.5333333333333333,0.9947259505496563,1.0,0.00038862020789187657,1.1102230246251565e-16,0.0011103434511200438,0.0
