sensitive_attribute,group,n_samples,mean_dox,std_dox,median_dox,min_dox,max_dox,mean_clarity,mean_distinctiveness,mean_coverage,dox_gap,clarity_gap,distinctiveness_gap,coverage_gap
A,Group_0,2475,0.8103937477254177,0.01864128535603706,0.8128098947996538,0.481412687883447,0.813308524984999,0.5333333333333333,0.991601183977384,1.0,0.0022404618472667837,0.0,0.006401319563619556,0.0
A,Group_1,1238,0.8126342095726845,0.0006906533084602681,0.8128528374537767,0.8080924816093874,0.8132318377932046,0.5333333333333333,0.9980025035410035,1.0,0.0022404618472667837,0.0,0.006401319563619556,0.0
