sensitive_attribute,group,n_samples,mean_dox,std_dox,median_dox,min_dox,max_dox,mean_clarity,mean_distinctiveness,mean_coverage,dox_gap,clarity_gap,distinctiveness_gap,coverage_gap
A,Group_0,1634,0.8104352339833995,0.021207672271789657,0.813017746785735,0.4647743993075125,0.8133020841448928,0.5333333333333332,0.9917197161430461,1.0,0.0008708091159664866,1.1102230246251565e-16,0.0024880260456185965,0.0
A,Group_1,1666,0.809564424867433,0.024101639814069785,0.8130299611536258,0.4748329770708797,0.8133096345057331,0.5333333333333333,0.9892316900974275,1.0,0.0008708091159664866,1.1102230246251565e-16,0.0024880260456185965,0.0
