sensitive_attribute,group,n_samples,mean_dox,std_dox,median_dox,min_dox,max_dox,mean_clarity,mean_distinctiveness,mean_coverage,dox_gap,clarity_gap,distinctiveness_gap,coverage_gap
A,Group_0,1634,0.790226591642658,0.05987990646469366,0.8096571586131637,0.4641826883324993,0.8129615938744589,0.5333333333333332,0.9339807380266416,1.0,0.0007622298184279952,1.1102230246251565e-16,0.002177799481222542,0.0
A,Group_1,1666,0.78946436182423,0.060127813609564845,0.8097160709590724,0.46463939997795967,0.8129929795208283,0.5333333333333333,0.9318029385454191,1.0,0.0007622298184279952,1.1102230246251565e-16,0.002177799481222542,0.0
