sensitive_attribute,group,n_samples,mean_dox,std_dox,median_dox,min_dox,max_dox,mean_clarity,mean_distinctiveness,mean_coverage,dox_gap,clarity_gap,distinctiveness_gap,coverage_gap
A,Group_0,2475,0.8110621809158377,0.01791045144795289,0.8131163408642511,0.5172341906524163,0.8133131166909956,0.5333333333333333,0.9935109930928699,1.0,0.00029707412724533366,1.1102230246251565e-16,0.0008487832207009216,0.0
A,Group_1,1733,0.811359255043083,0.016604267952852275,0.8131097832445837,0.47097519606660326,0.8133175942700703,0.5333333333333332,0.9943597763135709,1.0,0.00029707412724533366,1.1102230246251565e-16,0.0008487832207009216,0.0
