sensitive_attribute,group,n_samples,mean_dox,std_dox,median_dox,min_dox,max_dox,mean_clarity,mean_distinctiveness,mean_coverage,dox_gap,clarity_gap,distinctiveness_gap,coverage_gap
A,Group_0,1634,0.7908064432971329,0.05648039977407065,0.8108324663121622,0.4642772092190529,0.8130839433670529,0.5333333333333332,0.9356374570394269,1.0,0.002068204347882241,1.1102230246251565e-16,0.005909155279663181,0.0
A,Group_1,1666,0.7887382389492507,0.06194718064065823,0.8109285319220061,0.4667622618217263,0.8131441648147362,0.5333333333333333,0.9297283017597637,1.0,0.002068204347882241,1.1102230246251565e-16,0.005909155279663181,0.0
