sensitive_attribute,group,n_samples,mean_dox,std_dox,median_dox,min_dox,max_dox,mean_clarity,mean_distinctiveness,mean_coverage,dox_gap,clarity_gap,distinctiveness_gap,coverage_gap
A,Group_0,1634,0.8002847053379851,0.04281217356101119,0.8121862790884736,0.4911681962725707,0.8132194476746808,0.5333333333333332,0.9627182057275764,1.0,0.0021218275917108675,1.1102230246251565e-16,0.006062364547745669,0.0
A,Group_1,1666,0.7981628777462743,0.04816853487549005,0.8122305474510674,0.4948978523310764,0.8132469583194651,0.5333333333333333,0.9566558411798307,1.0,0.0021218275917108675,1.1102230246251565e-16,0.006062364547745669,0.0
