sensitive_attribute,group,n_samples,mean_dox,std_dox,median_dox,min_dox,max_dox,mean_clarity,mean_distinctiveness,mean_coverage,dox_gap,clarity_gap,distinctiveness_gap,coverage_gap
A,Group_0,1634,0.8113408214738929,0.017870225785722033,0.81311209650586,0.4793336522972633,0.8133114332532362,0.5333333333333332,0.9943071089730272,1.0,0.0008012015901810443,1.1102230246251565e-16,0.002289147400517111,0.0
A,Group_1,1666,0.8105396198837118,0.02105806367935948,0.8131206619668777,0.48310978583032016,0.8133167248368885,0.5333333333333333,0.9920179615725101,1.0,0.0008012015901810443,1.1102230246251565e-16,0.002289147400517111,0.0
