sensitive_attribute,group,n_samples,mean_dox,std_dox,median_dox,min_dox,max_dox,mean_clarity,mean_distinctiveness,mean_coverage,dox_gap,clarity_gap,distinctiveness_gap,coverage_gap
A,Group_0,2474,0.81192020510356,0.013465309121318152,0.8131594825425648,0.5664551905521742,0.8133203775066832,0.5333333333333332,0.9959624907720764,1.0,0.00022015903057348574,1.1102230246251565e-16,0.0006290258016383721,0.0
A,Group_1,743,0.8121403641341335,0.012394457371185176,0.8131686870192057,0.5983233195094692,0.8133197172685992,0.5333333333333333,0.9965915165737148,1.0,0.00022015903057348574,1.1102230246251565e-16,0.0006290258016383721,0.0
