sensitive_attribute,group,n_samples,mean_dox,std_dox,median_dox,min_dox,max_dox,mean_clarity,mean_distinctiveness,mean_coverage,dox_gap,clarity_gap,distinctiveness_gap,coverage_gap
A,Group_0,1634,0.8121813357980789,0.0131383234376458,0.8132993727515095,0.5820721092415373,0.8133299736251743,0.5333333333333332,0.9967085784707019,1.0,0.0008295719201943941,1.1102230246251565e-16,0.002370205486269983,0.0
A,Group_1,1666,0.8113517638778845,0.01838930071186136,0.8133006884239762,0.46947340248486746,0.8133307854518664,0.5333333333333333,0.994338372984432,1.0,0.0008295719201943941,1.1102230246251565e-16,0.002370205486269983,0.0
