sensitive_attribute,group,n_samples,mean_dox,std_dox,median_dox,min_dox,max_dox,mean_clarity,mean_distinctiveness,mean_coverage,dox_gap,clarity_gap,distinctiveness_gap,coverage_gap
A,Group_0,1634,0.8106223619745161,0.018430532208807995,0.8128838023481648,0.49422693372976145,0.8133084325037303,0.5333333333333332,0.9922543675462365,1.0,0.000774337435600625,1.1102230246251565e-16,0.0022123926731447696,0.0
A,Group_1,1666,0.8098480245389155,0.021210303769527917,0.8128583847415014,0.4875261399799605,0.8133126062080833,0.5333333333333333,0.9900419748730918,1.0,0.000774337435600625,1.1102230246251565e-16,0.0022123926731447696,0.0
