sensitive_attribute,group,n_samples,mean_dox,std_dox,median_dox,min_dox,max_dox,mean_clarity,mean_distinctiveness,mean_coverage,dox_gap,clarity_gap,distinctiveness_gap,coverage_gap
A,Group_0,1634,0.8104940345469699,0.020767143646137333,0.8129816685108724,0.46625178396244993,0.8132985076484551,0.5333333333333332,0.9918877177532471,1.0,0.0008503246154116795,1.1102230246251565e-16,0.0024294989011760526,0.0
A,Group_1,1666,0.8096437099315582,0.02361770901903982,0.8129952775538519,0.47031184445711094,0.8133069220730536,0.5333333333333333,0.9894582188520711,1.0,0.0008503246154116795,1.1102230246251565e-16,0.0024294989011760526,0.0
